Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age
Master,Married,38.452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,66
Bachelor,Divorced,44.421,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,50
PhD,Together,38.197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,35
Bachelor,Divorced,41.986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,43
Bachelor,Together,28.427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,38
PhD,Together,37.395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,45
Bachelor,Married,64.722,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,50
Master,Together,55.249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,65
Bachelor,Together,84.906,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,49
Bachelor,Married,28.691,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,32
Bachelor,Single,44.213,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,69
Basic,Single,25.707,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,37
PhD,Married,59.062,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,54
Bachelor,Single,76.624,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,59
Master,Together,66.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,74
PhD,Together,27.683,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,43
Bachelor,Divorced,1.73,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,50
Basic,Single,7.5,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,29
Bachelor,Together,40.521,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,53
PhD,Together,20.427,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,48
Bachelor,Married,65.106,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,46
PhD,Married,69.969,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,56
Bachelor,Married,67.433,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,69
PhD,Married,77.766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,54
Bachelor,Married,74.716,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,49
Bachelor,Divorced,68.118,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,58
PhD,Married,55.158,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,51
Master,Married,62.972,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,66
Bachelor,Married,74.19,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,46
Bachelor,Married,39.356,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,45
Bachelor,Together,76.653,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,52
PhD,Divorced,35.86,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,48
PhD,Divorced,90.687,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,38
Master,Together,73.45,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,39
Bachelor,Married,31.454,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,61
Bachelor,Single,47.139,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,69
Bachelor,Divorced,83.829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,46
PhD,Married,53.378,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,58
Bachelor,Together,19.656,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,51
PhD,Married,45.579,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,73
Master,Single,85.485,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,63
Bachelor,Married,55.956,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,77
Master,Single,64.191,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,58
Bachelor,Single,38.808,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,49
Master,Married,57.183,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,55
Master,Divorced,23.748,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,53
Bachelor,Married,66.303,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,50
Master,Married,37.368,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,46
Bachelor,Married,40.8,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,57
Bachelor,Divorced,71.847,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,43
Bachelor,Married,46.149,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,46
Bachelor,Together,78.687,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,38
Master,Divorced,49.118,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,50
PhD,Married,37.633,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,64
Master,Together,39.767,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,70
Basic,Married,26.997,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,70
Bachelor,Divorced,33.986,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,51
PhD,Married,57.091,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,49
Master,Married,46.831,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,52
Master,Married,83.151,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,49
Bachelor,Married,52.531,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,50
Bachelor,Married,15.759,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,65
Bachelor,Single,22.804,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,50
Master,Married,43.05,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,48
PhD,Single,42.997,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,44
PhD,Single,48.918,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,58
Master,Together,60.033,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,67
PhD,Together,34.043,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,43
Bachelor,Together,57.811,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,55
Bachelor,Married,78.569,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,75
Bachelor,Single,7.5,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,43
Master,Together,157.733,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,50
Bachelor,Together,94.384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,68
Master,Married,23.148,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,36
Bachelor,Divorced,44.267,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,51
Bachelor,Married,71.626,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,42
Bachelor,Together,60.894,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,55
Bachelor,Together,50.2,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,45
PhD,Married,81.051,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,56
Bachelor,Married,65.169,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,39
Bachelor,Together,59.868,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,49
PhD,Married,65.695,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,61
Master,Single,64.857,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,65
Master,Together,45.143,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,56
Master,Together,74.805,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,66
Master,Married,59.06,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,32
PhD,Single,27.238,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,59
Bachelor,Together,47.009,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,56
Master,Married,46.094,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,48
Bachelor,Married,40.321,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,49
Bachelor,Together,37.235,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,37
Master,Married,81.843,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,61
Master,Together,46.692,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,63
Bachelor,Together,77.382,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,53
Bachelor,Single,37.774,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,44
Basic,Married,18.393,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,47
Master,Married,72.828,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,59
Bachelor,Married,24.711,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,39
PhD,Married,45.503,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,46
Master,Single,6.56,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,39
PhD,Together,71.604,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,76
Bachelor,Married,27.244,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,42
Bachelor,Married,48.752,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,52
Bachelor,Married,71.434,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,59
Bachelor,Single,90.842,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,73
Master,Married,88.097,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,43
Bachelor,Married,51.948,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,46
Bachelor,Together,71.853,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,39
Master,Married,35.876,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,38
Bachelor,Widow,40.049,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,69
Bachelor,Single,39.66,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,39
Bachelor,Together,50.127,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,59
Master,Married,43.263,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,44
Master,Married,62.845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,72
Bachelor,Married,18.929,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,31
Basic,Single,24.367,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,39
Bachelor,Single,33.249,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,46
Master,Married,26.887,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,62
PhD,Married,50.15,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,38
Bachelor,Together,62.061,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,45
PhD,Divorced,85.696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,59
PhD,Together,76.542,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,65
Bachelor,Single,70.515,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,28
Bachelor,Together,18.227,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,34
Bachelor,Married,69.139,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,56
Bachelor,Married,69.109,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,39
Bachelor,Single,69.627,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,59
Bachelor,Married,38.136,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,43
PhD,Single,62.159,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,75
Bachelor,Single,80.695,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,58
Master,Single,33.316,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,50
Bachelor,Together,58.554,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,53
Basic,Married,17.256,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,29
Bachelor,Divorced,53.034,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,47
Master,Together,52.203,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,71
Master,Divorced,59.601,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,44
Master,Single,75.154,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,63
Bachelor,Single,47.025,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,45
Bachelor,Married,37.971,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,48
Master,Divorced,41.335,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,53
Bachelor,Married,67.267,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,63
Bachelor,Single,57.338,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,46
Master,Together,50.523,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,61
Master,Single,35.791,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,56
PhD,Divorced,50.611,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,61
PhD,Married,56.242,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,52
Bachelor,Single,48.904,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,61
Bachelor,Single,56.243,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,46
Bachelor,Married,21.355,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,36
Master,Together,57.42,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,50
Master,Together,52.24725135379061,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,51
Master,Divorced,46.39,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,66
Master,Together,54.342,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,65
Bachelor,Together,52.24725135379061,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,63
Master,Single,52.24725135379061,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,57
Bachelor,Married,20.895,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,48
Bachelor,Married,92.344,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,73
PhD,Together,52.24725135379061,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,49
Master,Together,26.907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,45
Bachelor,Together,44.964,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,41
Bachelor,Together,75.507,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,42
Master,Married,53.761,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,49
Bachelor,Together,22.682,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,48
PhD,Together,38.887,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,49
Master,Single,41.658,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,46
PhD,Married,29.791,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,49
Master,Married,63.915,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,65
Bachelor,Divorced,39.996,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,47
Bachelor,Divorced,26.759,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,49
Master,Divorced,63.841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,53
PhD,Married,51.039,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,52
Bachelor,Married,60.544,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,60
Bachelor,Married,65.685,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,49
Bachelor,Married,37.716,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,68
Bachelor,Single,36.864,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,64
Master,Married,44.511,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,51
PhD,Married,36.947,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,54
Master,Together,47.352,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,70
Master,Married,67.087,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,68
Bachelor,Married,57.045,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,71
PhD,Divorced,36.957,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,68
PhD,Married,69.389,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,44
Bachelor,Married,80.134,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,49
Master,Married,43.142,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,52
Bachelor,Married,80.589,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,77
Bachelor,Single,34.412,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,31
Bachelor,Single,57.537,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,42
Basic,Together,22.634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,55
Bachelor,Together,51.315,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,73
Bachelor,Married,36.026,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,49
Bachelor,Married,24.639,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,48
PhD,Together,34.578,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,49
Master,Single,65.704,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,49
Bachelor,Single,63.81,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,55
PhD,Together,54.132,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,52
Bachelor,Married,18.69,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,62
Bachelor,Married,28.164,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,51
PhD,Married,34.596,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,47
PhD,Married,43.269,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,49
Master,Single,38.741,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,63
Bachelor,Single,31.907,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,49
Master,Married,27.1,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,38
Master,Divorced,31.163,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,48
Bachelor,Married,92.533,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,36
Bachelor,Single,34.853,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,48
Bachelor,Divorced,70.844,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,54
Master,Married,31.086,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,42
Bachelor,Married,60.544,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,60
Master,Together,20.491,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,35
Bachelor,Married,42.523,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,57
Bachelor,Married,39.922,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,38
Bachelor,Together,33.402,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,69
Master,Married,36.408,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,72
Bachelor,Together,21.645,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,42
Master,Widow,78.427,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,73
Bachelor,Together,82.657,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,75
Bachelor,Married,51.876,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,63
Master,Married,78.041,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,50
Bachelor,Married,52.852,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,64
PhD,Together,70.038,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,39
Master,Together,69.401,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,48
Bachelor,Together,46.053,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,49
Bachelor,Married,77.343,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,56
Bachelor,Single,73.892,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,68
PhD,Single,40.304,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,54
PhD,Together,32.727,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,56
Bachelor,Together,68.695,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,52
Bachelor,Divorced,43.3,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,50
Bachelor,Together,26.29,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,49
Bachelor,Single,93.79,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,51
PhD,Married,38.41,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,47
Master,Widow,64.866,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,71
Bachelor,Together,57.957,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,62
PhD,Together,46.015,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,66
Bachelor,Together,16.531,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,43
Master,Married,28.072,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,35
Master,Divorced,49.476,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,58
Bachelor,Married,50.725,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,68
Bachelor,Together,83.844,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,69
PhD,Married,41.145,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,71
Bachelor,Together,67.419,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,51
Master,Married,23.162,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,51
Bachelor,Married,34.38,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,44
Bachelor,Single,34.704,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,55
PhD,Married,94.871,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,52
Bachelor,Married,65.148,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,63
